name,lat,lon,open,close,province
ร้านส้มตำอุดร แซ่บเวอร์,18.1560082,99.424632,9:00,17:30,Lampang
ร้านกาแฟบ่าเล + บุ๋มซักอบรีด (ร้านอาหารริมวัง เกาะคา เดิม),18.1931602,99.3941544,9:00,17:00,Lampang
ครัวนพเก้า,18.0466023,99.2332397,8:00,21:00,Lampang
ลำแต้หนา_람태나_เสริมงาม,18.0668398,99.249458,"	
17:00",0:00,Lampang
ครัวเสี่ยต๋อง อร่อยจริง,18.0109768,99.1882825,"	
8:00",18:00,Lampang
มุมสบาย,18.0669336,99.2405715,"	
10:00",23:00,Lampang
ร้านก๋วยเตี๋ยวHappy,18.0698376,99.2505993,"	
9:00",16:00,Lampang
ร้านเก๊าขาม,18.0677421,99.236772,"	
9:00",19:00,Lampang
Hong Bar โฮงบาร์,18.0537467,99.2409674,19:00,0:00,Lampang
ร้านพี่เต้าอาหารตามสั่ง,18.0499847,99.2389296,"	
7:00",14:00,Lampang
ร้านเตี๋ยว59 สาขาลำปาง,18.0513696,99.2400164,"	
10:00",20:00,Lampang
ร้านเย็นตาโฟป้าปี๋เจ้าเก่า เสริมงาม,18.0643277,99.2444284,"	
9:00",19:00,Lampang
ร้านกิน กลาง นา,18.021012,99.222639,"	
10:00",20:00,Lampang
ร้านลองแวะ ข้าวมันไก่ ข้าวหมูกรอบ,18.0400021,99.2302961,"	
6:30",14:00,Lampang
น้องครีม อาหารตามสั่ง,18.062188,99.2464913,"	
9:00",16:00,Lampang
"จำหน่ายเนื้อควายลาบ,ส้า,แกงอ่อม ซอย 12 ทุ่งงาม",18.0596827,99.2451122,"	
0:00",18:00,Lampang
เพอร์เฟค วิว คาเฟ่,18.0512552,99.2401637,"	
8:00",21:00,Lampang
B Core Pizza สาขาเสริมงาม,18.0635792,99.2465302,10:30,18:00,Lampang
ร้านก๋วยเตี๋ยวแม่นายสาขา9,18.1094264,99.1962471,10:30,18:00,Lampang
ก๋วยเตียวจ้า,18.1251055,99.2050478,8:00,19:00,Lampang
ร้านอาหารฉัตรแก้ว,18.3181137,99.3612353,"	
7:00",17:00,Lampang
ร้านป้าศรี สบเสริม,18.0370014,99.2270004,"	
6:00",19:00,Lampang
ก๋วยเตี๋ยวแม่น้อย,18.0548071,99.249411,"	
7:00",17:00,Lampang
ก๋วยเตี๋ยวบ้านดอน,18.1294709,99.1992559,9:00,14:30,Lampang
ร้านก๋วยเตี๋ยวเรือสุโขทัยและอาหารตามสั่ง,18.0874995,99.2656622,"	
9:00",16:00,Lampang
ร้านอาหารชายทุ่ง,18.7434967,99.9747259,9:00,21:00,Lampang
Grandfa Farm Cafe & Restaurant,18.7620666,99.9963675,9:00,21:01,Lampang
ครัวคุณนายตื่นสาย,18.8165197,99.9519814,"	
7:00",16:00,Lampang
ร้าน คุณพระนาย,18.7591127,99.9814637,"	
7:00",16:01,Lampang
ไร่เดชา,18.7287102,99.9692078,"	
7:00",19:00,Lampang
ร้านอาหารเรือนเงิน,18.7543016,99.9821702,"	
7:00",19:01,Lampang
ร้านข้าวแกงโสภา,18.798664,99.961729,"	
6:00",15:00,Lampang
พิซซ่า ข้าวซอย กั๊ดต๊อง สาขา งาว ลำปาง ThanomKaew Coffee,18.7388067,99.9742948,9:00,21:00,Lampang
ร้านลาบเมืองงาว,18.8300973,99.9485855,8:00,22:00,Lampang
ร้านกระต่าย,18.7450916,99.9741761,"	
6:00",15:00,Lampang
ก๋วยเตี๋ยวน้ำตก ข้าวขาหมูเด็กวัด,18.7352157,99.9721803,"	
8:00",16:00,Lampang
ร้านคำมูล อาหารพื้นเมือง,18.7482032,99.9720687,9:00,20:00,Lampang
